,name,dim,permute,variant,n_mixing_layer,use_sem,nonlin_sem,force_chain,force_uniform,mcc,val_loss
0,dazzling-sweep-60,5,True,119,1,True,True,False,False,0.8742166913675901,3.087957859039306
1,hardy-sweep-59,5,True,119,1,True,True,False,False,0.9992950206086946,1.8929150104522705
2,legendary-sweep-58,5,True,119,1,True,True,False,False,0.9998347448728876,1.93897008895874
3,vocal-sweep-53,5,True,97,1,True,True,False,False,0.9997956083325032,1.9444646835327148
4,chocolate-sweep-55,5,True,97,1,True,True,False,False,0.9991106807020784,1.9985361099243164
5,devout-sweep-54,5,True,97,1,True,True,False,False,0.9993266201765986,1.8953027725219729
6,peach-sweep-56,5,True,119,1,True,True,False,False,0.9998215461075076,1.908497095108032
7,effortless-sweep-52,5,True,97,1,True,True,False,False,0.9997651188213444,1.923126459121704
8,earnest-sweep-57,5,True,119,1,True,True,False,False,0.9998209840559452,1.9217238426208496
9,restful-sweep-51,5,True,97,1,True,True,False,False,0.9997012101032964,1.9148337841033936
10,serene-sweep-50,5,True,75,1,True,True,False,False,0.8501413339127124,3.0400595664978027
11,radiant-sweep-49,5,True,75,1,True,True,False,False,0.9991810946243016,1.8940644264221191
12,cerulean-sweep-44,5,True,31,1,True,True,False,False,0.9998914260608046,1.8876442909240725
13,clear-sweep-43,5,True,31,1,True,True,False,False,0.999800486546609,1.9419090747833252
14,trim-sweep-42,5,True,31,1,True,True,False,False,0.9998617421995636,1.9215517044067385
15,still-sweep-41,5,True,31,1,True,True,False,False,0.9996364255994936,1.9162847995758057
16,vital-sweep-40,5,True,5,1,True,True,False,False,0.9992987373865097,1.987121105194092
17,dutiful-sweep-39,5,True,5,1,True,True,False,False,0.9992363666605142,1.8910212516784668
18,neat-sweep-38,5,True,5,1,True,True,False,False,0.9998267638238868,1.9380648136138916
19,lyric-sweep-37,5,True,5,1,True,True,False,False,0.9998318013586658,1.9241962432861328
20,expert-sweep-34,5,True,0,1,True,True,False,False,0.9993582123422764,1.893308401107788
21,rare-sweep-33,5,True,0,1,True,True,False,False,0.9994050747388996,1.9483914375305176
22,wandering-sweep-32,5,True,0,1,True,True,False,False,0.9997525776611698,1.9267096519470217
23,wobbly-sweep-31,5,True,0,1,True,True,False,False,0.9997282468177572,1.9094431400299072
24,super-sweep-30,5,True,119,1,True,False,False,False,0.9997812256431584,1.9662752151489256
25,stilted-sweep-29,5,True,119,1,True,False,False,False,0.9998813875491512,1.8807268142700195
26,volcanic-sweep-28,5,True,119,1,True,False,False,False,0.9998618276142204,1.9327852725982664
27,toasty-sweep-27,5,True,119,1,True,False,False,False,0.9999008834176388,1.9184045791625977
28,vital-sweep-26,5,True,119,1,True,False,False,False,0.9997712024733764,1.9034337997436523
29,genial-sweep-25,5,True,97,1,True,False,False,False,0.8714708978597268,3.0373737812042236
30,cosmic-sweep-24,5,True,97,1,True,False,False,False,0.9998170503701528,1.881947040557861
31,fancy-sweep-23,5,True,97,1,True,False,False,False,0.9999062764670932,1.9328882694244385
32,rural-sweep-22,5,True,97,1,True,False,False,False,0.9998996156998048,1.9187803268432615
33,lemon-sweep-21,5,True,97,1,True,False,False,False,0.9997291840491233,1.9045186042785645
34,wild-sweep-20,5,True,75,1,True,False,False,False,0.9992671787716664,1.9818334579467771
35,graceful-sweep-19,5,True,75,1,True,False,False,False,0.9999342192477751,1.8819737434387207
36,electric-sweep-18,5,True,75,1,True,False,False,False,0.9999128942466676,1.9326307773590088
37,wobbly-sweep-16,5,True,75,1,True,False,False,False,0.9998074917828628,1.902494430541992
38,clear-sweep-15,5,True,31,1,True,False,False,False,0.849621685113642,3.0278584957122803
39,glad-sweep-12,5,True,31,1,True,False,False,False,0.9998587770204846,1.9181864261627195
40,kind-sweep-13,5,True,31,1,True,False,False,False,0.999914997138711,1.9331581592559817
41,visionary-sweep-14,5,True,31,1,True,False,False,False,0.9999006501626482,1.8816828727722168
42,unique-sweep-7,5,True,5,1,True,False,False,False,0.9998606652349916,1.9189696311950684
43,earthy-sweep-6,5,True,5,1,True,False,False,False,0.999806018149872,1.9040741920471191
44,curious-sweep-5,5,True,0,1,True,False,False,False,0.9995376654534928,1.968914031982422
45,splendid-sweep-1,5,True,0,1,True,False,False,False,0.9998311645399612,1.9033708572387695
46,trim-sweep-3,5,True,0,1,True,False,False,False,0.9999524627177776,1.9334661960601809
47,icy-sweep-2,5,True,0,1,True,False,False,False,0.9998855164639356,1.918325901031494
48,deft-sweep-4,5,True,0,1,True,False,False,False,0.9997457993188376,1.8816308975219729
